Solving the file: X-n336-k84.vrp
PyVRP v0.10.1

Solving an instance with:
    1 depot
    335 clients
    335 vehicles (1 vehicle type)

                  |       Feasible        |      Infeasible
    15000   1027s |  54    24754    24281 |  38    24825    24299
H   15500   1071s |  64    24605    24280 |  46    21714    21083
    16000   1118s |  26    24297    24280 |  55    21370    18916
    16500   1167s |  26    24415    24280 |  36    22748    19832
    17000   1215s |  65    24814    24280 |  62    24529    24150
    17500   1262s |  52    24949    24280 |  40    23370    22753
    18000   1310s |  58    24725    24280 |  60    21698    21135
    18500   1354s |  47    24730    24280 |  37    25184    24294
    19000   1402s |  45    24608    24280 |  62    25664    24198
    19500   1440s |  57    24834    24280 |  40    25291    24282
    20000   1477s |  36    24746    24280 |  46    23347    22779
    20500   1520s |  44    24886    24280 |  59    23330    22850
    21000   1566s |  53    24763    24280 |  40    21720    21091
    21500   1607s |  52    24580    24280 |  52    22984    19032
    22000   1654s |  50    24869    24280 |  32    23267    22844
    22500   1693s |  65    25105    24280 |  38    23295    22770
    23000   1736s |  57    24806    24280 |  46    20108    19011
    23500   1778s |  54    25003    24280 |  26    23116    22601
    24000   1819s |  36    24669    24280 |  43    23348    22737
    24500   1865s |  51    24825    24280 |  64    20874    19061
    25000   1907s |  31    24677    24280 |  41    21672    21082
    25500   1948s |  62    24638    24280 |  55    24535    24178
    26000   1986s |  34    24537    24280 |  38    24509    24204
    26500   2025s |  57    24701    24280 |  52    23592    19818
    27000   2072s |  62    24696    24280 |  32    21960    21082
    27500   2119s |  61    24858    24280 |  55    22003    19161
    28000   2163s |  60    24734    24280 |  26    21662    21122
    28500   2206s |  42    24850    24280 |  47    23309    22849
H   29000   2244s |  29    24516    24279 |  39    21644    21038
    29500   2290s |  29    24401    24279 |  58    23077    19299
    30000   2335s |  46    24691    24279 |  35    20351    19055
    30500   2381s |  28    24570    24279 |  48    24681    24213
    31000   2431s |  63    25044    24279 |  39    20066    18929
    31500   2481s |  45    24648    24279 |  59    21574    18905
    32000   2522s |  36    24828    24279 |  26    21731    21082
    32500   2565s |  59    24905    24279 |  49    25679    24283
    33000   2603s |  29    24737    24279 |  27    26120    24523
    33500   2647s |  48    24761    24279 |  47    20164    18890
    34000   2695s |  52    24743    24279 |  29    20092    19098
    34500   2742s |  31    24731    24279 |  54    21790    21035
    35000   2779s |  60    24671    24279 |  36    20552    19272
H   35500   2817s |  37    24758    24266 |  58    25345    24207
    36000   2851s |  61    24625    24266 |  26    24200    24030
H   36500   2873s |  62    24663    24246 |  40    24195    23947
H   37000   2922s |  30    24645    24239 |  65    23372    22700
H   37500   2963s |  54    24824    24236 |  40    25390    24202
H   38000   3003s |  59    24967    24231 |  51    25819    24190
    38500   3044s |  35    24568    24231 |  33    25658    24284
H   39000   3089s |  57    24819    24229 |  44    20140    19044
    39500   3124s |  53    24425    24229 |  44    24281    24083
    40000   3171s |  55    24509    24229 |  33    24433    24109
    40500   3211s |  49    24713    24229 |  46    25757    24181
    41000   3259s |  48    24828    24229 |  26    23399    23008
    41500   3296s |  64    24659    24229 |  32    24561    24104
    42000   3344s |  60    24611    24229 |  48    25725    24261
    42500   3386s |  29    24474    24229 |  63    23129    19149
    43000   3431s |  43    24609    24229 |  48    21619    21002
    43500   3472s |  38    24595    24229 |  65    21714    20993
    44000   3513s |  54    24510    24229 |  35    20146    18983
    44500   3558s |  56    24523    24229 |  48    24394    24097

Search terminated in 3600.10s after 44981 iterations.
Best-found solution has cost 24229.

Solution results
================
    # routes: 21
   # clients: 512
   objective: 24229
    distance: 24229
    duration: 24229
# iterations: 44981
    run-time: 3600.10 seconds

Solving the file: X-n524-k153.vrp
PyVRP v0.10.1

Solving an instance with:
    1 depot
    523 clients
    523 vehicles (1 vehicle type)

                  |       Feasible        |      Infeasible
    Iters    Time |   #      Avg     Best |   #      Avg     Best
H     500     28s |  45   164688   155877 |  43   159665   154670
H    1000     51s |  31   167168   155541 |  63   156356   153951
H    1500     73s |  27   167986   155524 |  42   155494   153572
H    2000     94s |  56   156255   155459 |  26   154539   153862
H    2500    119s |  49   156514   155390 |  49   155304   154238
     3000    140s |  62   156716   155390 |  42   154586   153556
H    3500    162s |  52   156610   155347 |  40   154152   153536
H    4000    181s |  34   155970   155331 |  35   154233   153236
     4500    202s |  50   156404   155331 |  39   154673   153433
     5000    224s |  35   156054   155331 |  42   154281   153449
H    5500    245s |  37   155912   155292 |  49   154489   153697
H    6000    266s |  34   155797   155284 |  63   154521   153345
H    6500    290s |  62   156135   155283 |  48   153485   151868
H    7000    313s |  47   156132   155280 |  31   155132   153712
     7500    338s |  59   156573   155280 |  52   154961   153226
H    8000    358s |  35   155594   155277 |  39   154913   153764
H    8500    378s |  34   155856   155271 |  39   154935   153828
     9000    399s |  55   156353   155271 |  44   154270   153168
H    9500    420s |  48   156383   155270 |  57   154166   153183
    10000    443s |  44   156017   155270 |  29   155127   153607
H   10500    466s |  26   155547   155268 |  44   153269   151242
    11000    488s |  49   156418   155268 |  52   154106   153284
    11500    509s |  54   156321   155268 |  36   148912   146889
H   12000    532s |  45   156091   155267 |  59   151830   148323
    12500    555s |  26   155794   155267 |  49   154722   153106
    13000    578s |  62   156336   155267 |  25   154871   153419
    13500    602s |  54   156272   155267 |  49   151399   149948
H   14000    627s |  59   156391   155266 |  34   151334   149547
    14500    652s |  45   156081   155266 |  64   153403   151216
H   15000    676s |  48   156058   155265 |  45   149038   147505
    15500    701s |  55   156299   155265 |  35   151551   149696
    16000    726s |  51   156298   155265 |  26   151126   149525
    16500    750s |  64   156360   155265 |  58   153436   151171
    17000    771s |  29   155573   155265 |  27   154446   153553
    17500    795s |  56   156103   155265 |  39   149403   147362
H   18000    817s |  48   156225   155110 |  55   154510   153804
    18500    837s |  59   156160   155110 |  36   154784   153787
H   19000    858s |  34   155533   155107 |  30   153989   153168
H   19500    879s |  33   155839   155068 |  31   153420   152886
    20000    899s |  48   156078   155068 |  31   153353   152874
H   20500    918s |  51   156211   155043 |  65   154245   153418
    21000    939s |  44   155884   155043 |  62   153993   152886
H   21500    959s |  41   156048   154885 |  59   154314   153436
H   22000    980s |  44   155980   154852 |  53   153993   152886
H   22500   1000s |  43   155833   154830 |  37   153480   152885
H   23000   1022s |  65   156354   154826 |  48   154897   152674
H   23500   1047s |  65   156205   154824 |  34   154453   153182
H   24000   1070s |  37   155672   154820 |  55   154745   153211
H   24500   1090s |  38   155576   154814 |  53   154014   153108
H   25000   1114s |  62   156214   154812 |  42   154876   153618
H   25500   1136s |  36   156018   154810 |  55   154243   153108
    26000   1161s |  41   155976   154810 |  47   155108   153461
    26500   1185s |  28   155163   154810 |  31   153020   151869
H   27000   1207s |  31   155395   154809 |  42   154411   153453
H   27500   1229s |  34   155349   154808 |  57   154967   153468
    28000   1249s |  28   155409   154808 |  63   154345   153125
    28500   1273s |  64   156193   154808 |  40   153197   151673
    29000   1296s |  61   155797   154808 |  25   149936   148179
    29500   1320s |  37   155849   154808 |  51   154123   153088
H   30000   1342s |  52   156000   154803 |  62   151836   149325
    30500   1368s |  59   156329   154803 |  59   151481   149750
    31000   1391s |  57   155762   154803 |  41   151631   148670
    31500   1416s |  61   155764   154803 |  33   151202   148670
    32000   1438s |  31   155235   154803 |  52   154022   153109
    32500   1457s |  45   155857   154803 |  43   153951   152584
    33000   1478s |  48   155593   154803 |  49   154285   153142
    33500   1500s |  57   155940   154803 |  63   154734   153274
    34000   1524s |  50   155798   154803 |  43   155687   153766
    34500   1547s |  59   156396   154803 |  61   151870   150339
H   35000   1571s |  38   155746   154802 |  45   150452   147975
    35500   1596s |  39   155791   154802 |  38   151031   149739
    36000   1618s |  43   156119   154802 |  55   154920   153148
    36500   1643s |  30   155578   154802 |  36   153235   151649
    37000   1665s |  49   155846   154802 |  58   154719   153619
    37500   1689s |  35   155766   154802 |  37   153105   152330
    38000   1712s |  61   155898   154802 |  61   154264   152952
    38500   1737s |  48   155842   154802 |  44   155978   153861
H   39000   1762s |  28   155224   154795 |  34   154488   153256
    39500   1784s |  45   156009   154795 |  49   154762   153236
H   40000   1804s |  61   155621   154794 |  32   151478   150050
    40500   1827s |  46   155446   154794 |  45   151488   148489
    41000   1852s |  46   155426   154794 |  35   151560   150204
    41500   1874s |  48   156054   154794 |  49   151694   150261
    42000   1900s |  48   156006   154794 |  45   153342   151571
    42500   1922s |  27   155391   154794 |  57   155685   153594
    43000   1946s |  59   156281   154794 |  28   154047   153207
    43500   1969s |  28   155278   154794 |  39   151811   150420
    44000   1992s |  36   155804   154794 |  62   155077   153660
    44500   2018s |  44   155822   154794 |  47   155153   153580
    45000   2043s |  35   155709   154794 |  26   149498   148287
    45500   2068s |  57   156367   154794 |  52   154764   153641
    46000   2091s |  43   155497   154794 |  61   151814   150237
    46500   2115s |  41   155484   154794 |  47   154373   153649
    47000   2140s |  44   155999   154794 |  37   153205   151669
    47500   2164s |  43   155844   154794 |  56   154217   153441
    48000   2186s |  55   155907   154794 |  26   153972   152811
    48500   2207s |  28   155404   154794 |  43   154575   153726
    49000   2231s |  44   156224   154794 |  62   155159   152719
    49500   2255s |  49   155866   154794 |  37   154167   153222
    50000   2279s |  47   156255   154794 |  63   153193   151626
    50500   2306s |  47   155978   154794 |  52   155890   153985
    51000   2330s |  42   155717   154794 |  30   154566   153490
    51500   2352s |  31   155520   154794 |  42   154292   153475
    52000   2375s |  32   155365   154794 |  47   152344   148943
    52500   2400s |  56   156003   154794 |  35   149961   147884
    53000   2422s |  54   156041   154794 |  38   154115   153103
H   53500   2444s |  39   155565   154793 |  41   151420   150253
    54000   2469s |  51   156023   154793 |  61   151693   150136
    54500   2494s |  34   155705   154793 |  46   153320   151884
    55000   2519s |  57   155904   154793 |  61   151634   150275
    55500   2545s |  56   155903   154793 |  53   153370   152213
    56000   2571s |  53   155908   154793 |  29   151068   149853
    56500   2598s |  40   155833   154793 |  65   154665   153149
    57000   2624s |  56   156197   154793 |  59   155275   153550
    57500   2647s |  64   156102   154793 |  25   150283   147815
    58000   2670s |  43   155774   154793 |  35   153898   153305
    58500   2694s |  62   156238   154793 |  46   151259   147844
    59000   2720s |  65   156247   154793 |  36   154665   153438
    59500   2745s |  56   156196   154793 |  25   154863   153013
    60000   2769s |  31   155545   154793 |  43   154650   153655
H   60500   2791s |  41   155559   154791 |  51   154122   153371
    61000   2816s |  28   155111   154791 |  63   151579   150489
    61500   2841s |  60   155980   154791 |  44   154557   153674
    62000   2866s |  49   156043   154791 |  31   153522   152406
    62500   2890s |  27   155100   154791 |  47   153108   151837
    63000   2915s |  31   155396   154791 |  63   152523   149447
    63500   2940s |  49   155451   154791 |  45   155312   153760
    64000   2965s |  35   155349   154791 |  26   153912   152703
    64500   2988s |  55   155951   154791 |  29   154527   153456
    65000   3013s |  43   155690   154791 |  52   153411   151293
    65500   3036s |  65   156051   154791 |  65   152163   148720
    66000   3062s |  64   155918   154791 |  52   154437   153456
    66500   3087s |  28   155434   154791 |  35   154435   152864
    67000   3111s |  40   155795   154791 |  56   154262   153188
    67500   3136s |  48   156118   154791 |  31   153187   151942
    68000   3161s |  47   156087   154791 |  51   151609   150115
    68500   3186s |  65   156209   154791 |  29   149522   147345
    69000   3212s |  34   155641   154791 |  56   155217   153758
    69500   3237s |  29   155469   154791 |  33   149867   148082
    70000   3262s |  45   156293   154791 |  62   153248   151733
    70500   3289s |  30   155388   154791 |  57   155496   153417
H   71000   3312s |  51   156105   154790 |  31   154002   153377
H   71500   3337s |  27   155070   154751 |  51   151480   150365
    72000   3364s |  64   156367   154751 |  43   154527   153119
    72500   3389s |  29   155167   154751 |  37   153744   152733
H   73000   3410s |  55   156031   154749 |  35   153811   153298
    73500   3435s |  50   155763   154749 |  48   151068   149552
H   74000   3458s |  45   155786   154745 |  49   154657   153772
H   74500   3480s |  32   155151   154744 |  35   153883   153263
    75000   3502s |  42   155523   154744 |  35   151438   149889
    75500   3524s |  48   155436   154744 |  35   149813   148165
    76000   3549s |  53   156159   154744 |  63   154999   153577
    76500   3572s |  47   155646   154744 |  55   154192   153310
    77000   3596s |  35   155309   154744 |  60   154570   153408

Search terminated in 3600.03s after 77062 iterations.
Best-found solution has cost 154744.

Solution results
================
    # routes: 156
   # clients: 523
   objective: 154744
    distance: 154744
    duration: 154744
# iterations: 77062
    run-time: 3600.03 seconds

Solving the file: X-n536-k96.vrp
PyVRP v0.10.1

Solving an instance with:
    1 depot
    535 clients
    535 vehicles (1 vehicle type)

                  |       Feasible        |      Infeasible
    Iters    Time |   #      Avg     Best |   #      Avg     Best
H     500     40s |  35    96968    96482 |  37    96690    96095
H    1000     78s |  39    96790    96141 |  32    96582    96050
H    1500    116s |  41    96749    95971 |  56   101159    95907
H    2000    150s |  43    96315    95856 |  46    96284    95819
H    2500    187s |  48    96485    95781 |  39    96422    95768
H    3000    220s |  49    96260    95690 |  56    96483    95708
H    3500    262s |  38    96039    95654 |  44    96286    95663
H    4000    310s |  58    96104    95640 |  29    95881    95605
H    4500    341s |  53    95879    95569 |  26    95650    95545
     5000    375s |  33    95951    95569 |  57   100424    95547
H    5500    415s |  38    95963    95529 |  55    96124    95516
     6000    454s |  58    96475    95529 |  50    99287    95475
H    6500    493s |  55    96116    95488 |  42    95919    95475
H    7000    529s |  56    95867    95484 |  31    95701    95461
H    7500    556s |  59    95814    95482 |  29    95489    95454
H    8000    594s |  58    96823    95470 |  63    94192    93662
H    8500    632s |  58    96473    95455 |  63   103462    95436
H    9000    678s |  55    95890    95443 |  55    95882    95436
     9500    713s |  55    96702    95443 |  46    94769    93731
    10000    747s |  30    95608    95443 |  37    95657    95416
H   10500    781s |  48    96607    95431 |  55    95338    93837
H   11000    823s |  39    95909    95427 |  57    99665    95399
H   11500    857s |  38    96338    95426 |  39    97345    93943
H   12000    889s |  62    95883    95421 |  53    95855    95410
    12500    949s |  40    96160    95421 |  44   101383    95462
H   13000    981s |  49    95967    95420 |  38    92804    78105
H   13500   1016s |  58    95740    95414 |  54    95778    95400
H   14000   1057s |  44    96189    95410 |  25    79815    77870
    14500   1090s |  51    95776    95410 |  49    95726    95388
H   15000   1138s |  64    95890    95395 |  29    95787    95401
    15500   1180s |  30    95554    95395 |  60    95696    95378
H   16000   1206s |  62    95684    95372 |  45    95688    95355
    16500   1240s |  32    95512    95372 |  35    95539    95346
H   17000   1291s |  42    95700    95369 |  36    95569    95333
    17500   1338s |  53    95818    95369 |  63    95813    95352
H   18000   1384s |  60    95694    95364 |  51    95566    95345
    18500   1448s |  46    95974    95364 |  36    98464    95350
    19000   1499s |  50    95679    95364 |  39    95519    95337
    19500   1552s |  53    95685    95364 |  27    91895    48866
H   20000   1625s |  42    96282    95362 |  64    94065    93562
    20500   1678s |  41    95695    95362 |  56    95864    95345
    21000   1736s |  45    95501    95362 |  44    78458    48342
    21500   1805s |  49    95815    95362 |  34    96048    95338
    22000   1855s |  55    95635    95362 |  57    95617    95331
    22500   1911s |  53    96527    95362 |  48    94597    93565
    23000   1945s |  59    95492    95362 |  32    95375    95338
    23500   2010s |  57    96490    95362 |  28    95988    93680
    24000   2063s |  64    96607    95362 |  63   111971    95976
H   24500   2112s |  27    95393    95359 |  52    95823    95328
H   25000   2161s |  38    96157    95354 |  46    94489    93747
H   25500   2190s |  29    95529    95349 |  27    95486    95326
    26000   2216s |  28    95523    95349 |  38    95568    95315
H   26500   2252s |  28    95789    95340 |  50    81169    77846
H   27000   2289s |  25    95547    95339 |  38    95408    95315
H   27500   2311s |  64    95548    95334 |  43    95434    95315
    28000   2362s |  40    95631    95334 |  62    82617    48554
H   28500   2405s |  64    95976    95323 |  25    95506    95315
    29000   2473s |  42    96047    95323 |  48   107262    95491
    29500   2520s |  32    95896    95323 |  54    94993    93556
H   30000   2585s |  29    95625    95319 |  43    83112    77911
    30500   2641s |  64    96220    95319 |  29    99125    95305
    31000   2689s |  29    95491    95319 |  62    95737    95296
    31500   2737s |  47    95554    95319 |  51    95487    95285
    32000   2786s |  26    95397    95319 |  42    95658    95285
H   32500   2815s |  25    95499    95314 |  65    77461    48198
    33000   2876s |  41    96429    95314 |  60   100800    93818
    33500   2904s |  65    95576    95314 |  26    95412    95295
    34000   2949s |  59    96583    95314 |  28    95523    93631
    34500   3000s |  56    95644    95314 |  28    95441    95285
    35000   3025s |  30    95544    95314 |  39    95602    95295
    35500   3071s |  38    95628    95314 |  62    88505    48283
    36000   3132s |  56    96786    95314 |  49   115709    95608
    36500   3199s |  58    96156    95314 |  33    98091    95285
    37000   3257s |  30    95829    95314 |  26    80797    77891
    37500   3295s |  33    95993    95314 |  25    83031    78112
    38000   3344s |  64    95574    95314 |  45    95605    95296
    38500   3392s |  33    95691    95314 |  56    95564    95295
    39000   3452s |  50    95925    95314 |  28    82714    77899
    39500   3507s |  52    95673    95314 |  59    95737    95295
    40000   3558s |  27    95552    95314 |  42    95541    95296

Search terminated in 3600.04s after 40388 iterations.
Best-found solution has cost 95314.

Solution results
================
    # routes: 97
   # clients: 535
   objective: 95314
    distance: 95314
    duration: 95314
# iterations: 40388
    run-time: 3600.04 seconds

Solving the file: X-n548-k50.vrp
PyVRP v0.10.1

Solving an instance with:
    1 depot
    547 clients
    547 vehicles (1 vehicle type)

                  |       Feasible        |      Infeasible
    Iters    Time |   #      Avg     Best |   #      Avg     Best
H     500     26s |  47   105035    88437 |  27    90204    89746
H    1000     50s |  30   113614    88217 |  52    90869    88867
     1500     72s |  50   103660    88217 |  40    90317    89357
H    2000     94s |  35   109930    87883 |  63    90298    88526
H    2500    114s |  44   105568    87803 |  62    90400    88219
H    3000    133s |  32    88139    87777 |  41    88429    88081
H    3500    151s |  25    87934    87746 |  56    90104    89307
H    4000    170s |  45    88070    87666 |  44    89421    88537
     4500    189s |  64    88089    87666 |  33    89211    88602
H    5000    209s |  54    88182    87638 |  51    89528    88348
     5500    230s |  58    88153    87638 |  55    89516    88363
H    6000    251s |  25    87942    87616 |  55    90232    89106
     6500    271s |  65    88175    87616 |  64    90022    88758
     7000    291s |  42    88150    87616 |  54    89691    88472
H    7500    311s |  41    88034    87558 |  63    89947    88872
H    8000    332s |  63    88215    87544 |  49    88413    87961
H    8500    353s |  30    87894    87514 |  49    89927    88507
H    9000    373s |  61    87948    87491 |  26    89827    88960
     9500    392s |  25    87713    87491 |  29    88864    88267
    10000    411s |  43    87826    87491 |  60    89702    87975
H   10500    431s |  44    87864    87490 |  26    88065    87815
H   11000    451s |  34    87758    87435 |  44    89564    88720
    11500    470s |  36    87813    87435 |  50    89110    88407
H   12000    490s |  58    87986    87430 |  36    88984    87916
    12500    510s |  65    87979    87430 |  37    88929    87907
    13000    528s |  65    87854    87430 |  45    89478    88514
H   13500    547s |  65    87744    87424 |  53    89147    88232
    14000    565s |  30    87682    87424 |  55    89588    88643
    14500    584s |  42    87704    87424 |  51    89200    88035
    15000    602s |  31    87677    87424 |  29    89839    89276
H   15500    621s |  53    87787    87410 |  56    88322    87853
H   16000    639s |  33    87669    87408 |  43    89297    88836
H   16500    657s |  50    87764    87359 |  34    89452    88886
    17000    675s |  41    87870    87359 |  51    89911    88996
    17500    692s |  63    87811    87359 |  37    89182    88235
H   18000    710s |  37    87713    87319 |  30    87937    87784
H   18500    728s |  29    87544    87310 |  46    89401    88729
H   19000    745s |  47    87575    87299 |  36    89018    88393
H   19500    761s |  56    87701    87297 |  35    89212    88473
    20000    779s |  44    87575    87297 |  55    88986    88193
    20500    796s |  39    87610    87297 |  27    88112    87973
H   21000    814s |  28    87591    87283 |  46    89066    88026
H   21500    831s |  39    87774    87271 |  43    88192    87829
    22000    848s |  35    87535    87271 |  55    89305    87861
    22500    865s |  50    87562    87271 |  48    88924    87910
    23000    882s |  32    87501    87271 |  33    88114    87741
H   23500    898s |  45    87520    87265 |  28    89052    88694
H   24000    915s |  25    87455    87244 |  56    89384    88695
    24500    932s |  61    87622    87244 |  28    87884    87590
H   25000    948s |  42    87563    87239 |  55    89357    88394
H   25500    964s |  32    87466    87220 |  32    88461    87824
H   26000    980s |  40    87486    87215 |  32    87848    87648
H   26500    994s |  25    87324    87212 |  55    89037    88585
H   27000   1009s |  47    87511    87185 |  41    89186    88687
H   27500   1024s |  33    87427    87176 |  63    89120    88341
    28000   1039s |  35    87394    87176 |  28    87838    87586
H   28500   1054s |  31    87309    87163 |  40    87932    87613
    29000   1067s |  53    87537    87163 |  26    87672    87649
    29500   1082s |  40    87342    87163 |  47    89820    89186
H   30000   1096s |  35    87350    87150 |  60    89256    88729
H   30500   1109s |  60    87477    87141 |  43    88983    88784
    31000   1124s |  29    87252    87141 |  41    89170    88829
    31500   1137s |  34    87184    87141 |  44    88701    88069
    32000   1150s |  32    87200    87141 |  54    88515    88127
    32500   1163s |  64    87396    87141 |  30    88138    87886
    33000   1175s |  59    87408    87141 |  43    89947    89246
    33500   1188s |  54    87306    87141 |  56    89502    88771
    34000   1201s |  45    87302    87141 |  32    88532    88392
    34500   1213s |  41    87192    87141 |  44    88497    88096
    35000   1225s |  45    87355    87141 |  48    88486    87860
    35500   1237s |  51    87481    87141 |  50    89736    89200
H   36000   1251s |  62    87367    87136 |  47    89358    88736
    36500   1263s |  57    87257    87136 |  60    88634    88010
    37000   1276s |  36    87440    87136 |  48    89426    88909
    37500   1290s |  38    87346    87136 |  54    89385    88503
    38000   1304s |  57    87388    87136 |  43    88593    87872
    38500   1317s |  38    87424    87136 |  29    88749    88652
H   39000   1331s |  47    87456    87121 |  28    88012    87704
H   39500   1345s |  45    87384    87117 |  38    87716    87530
    40000   1358s |  30    87303    87117 |  61    88940    88409
    40500   1372s |  43    87263    87117 |  56    89618    88973
    41000   1385s |  63    87424    87117 |  44    89042    88555
    41500   1398s |  46    87392    87117 |  28    88500    88220
    42000   1411s |  37    87441    87117 |  45    89175    88710
    42500   1426s |  37    87324    87117 |  53    89097    88764
    43000   1439s |  31    87478    87117 |  26    87574    87523
    43500   1453s |  51    87435    87117 |  55    89257    88927
H   44000   1466s |  56    87487    87114 |  58    89095    88103
    44500   1481s |  62    87417    87114 |  60    88946    88176
    45000   1493s |  43    87404    87114 |  46    89772    89213
    45500   1507s |  39    87314    87114 |  58    88927    88261
    46000   1520s |  46    87208    87114 |  59    88508    87972
    46500   1532s |  52    87490    87114 |  61    87876    87524
    47000   1545s |  56    87280    87114 |  65    89208    88482
H   47500   1558s |  65    87386    87113 |  64    88556    88148
    48000   1571s |  33    87386    87113 |  63    87727    87436
H   48500   1583s |  48    87413    87111 |  56    89206    88737
    49000   1597s |  46    87265    87111 |  25    87731    87695
    49500   1610s |  25    87254    87111 |  54    88867    88011
    50000   1624s |  64    87646    87111 |  64    88854    87774
    50500   1638s |  64    87366    87111 |  31    88742    88547
H   51000   1652s |  64    87395    87104 |  39    88937    88596
    51500   1665s |  50    87464    87104 |  61    89690    89249
    52000   1678s |  51    87472    87104 |  27    88867    88699
    52500   1691s |  47    87405    87104 |  39    88954    88757
    53000   1705s |  55    87494    87104 |  39    88565    87972
    53500   1719s |  63    87565    87104 |  39    88497    87733
    54000   1734s |  53    87469    87104 |  57    88919    88491
    54500   1748s |  64    87546    87104 |  54    88452    87819
    55000   1763s |  39    87512    87104 |  46    88990    88652
H   55500   1777s |  55    87318    87096 |  38    88765    88278
    56000   1789s |  29    87380    87096 |  31    89141    88826
H   56500   1803s |  63    87413    87092 |  46    89107    88418
    57000   1817s |  33    87191    87092 |  43    88314    87777
    57500   1831s |  28    87150    87092 |  56    88815    88574
H   58000   1844s |  26    87176    87051 |  25    88337    88177
H   58500   1858s |  27    87214    87011 |  32    88602    88261
    59000   1871s |  43    87128    87011 |  65    88831    88351
    59500   1883s |  44    87267    87011 |  31    88169    87994
    60000   1897s |  57    87396    87011 |  26    88008    87748
    60500   1910s |  46    87268    87011 |  45    87800    87552
    61000   1923s |  59    87507    87011 |  40    87768    87576
    61500   1937s |  38    87196    87011 |  28    87767    87623
    62000   1949s |  42    87234    87011 |  32    87965    87676
    62500   1962s |  30    87220    87011 |  52    89549    88973
    63000   1976s |  64    87277    87011 |  26    89389    89109
    63500   1990s |  34    87244    87011 |  64    87630    87388
    64000   2004s |  25    87138    87011 |  40    88732    88254
    64500   2018s |  29    87396    87011 |  44    88554    87954
    65000   2032s |  59    87340    87011 |  63    88524    87697
    65500   2045s |  62    87316    87011 |  27    88755    88475
    66000   2058s |  53    87145    87011 |  44    88077    87754
    66500   2071s |  46    87278    87011 |  59    88641    87815
    67000   2085s |  32    87290    87011 |  40    88679    88209
    67500   2099s |  41    87233    87011 |  39    88955    88298
H   68000   2113s |  33    87288    86998 |  55    88703    87983
H   68500   2126s |  45    87374    86996 |  51    87679    87493
    69000   2139s |  45    87174    86996 |  59    88905    88544
    69500   2154s |  37    87338    86996 |  34    88337    87827
    70000   2168s |  59    87418    86996 |  61    89075    88715
    70500   2183s |  47    87258    86996 |  40    88262    87636
    71000   2196s |  39    87279    86996 |  56    89070    88897
    71500   2209s |  34    87303    86996 |  28    88852    88459
    72000   2224s |  42    87304    86996 |  28    89251    89098
    72500   2238s |  42    87270    86996 |  36    88550    87806
    73000   2252s |  39    87207    86996 |  47    87765    87595
    73500   2266s |  28    87095    86996 |  25    88865    88786
    74000   2279s |  30    87200    86996 |  31    88627    88370
    74500   2293s |  53    87364    86996 |  57    89145    88471
    75000   2307s |  57    87534    86996 |  61    87825    87501
    75500   2322s |  57    87439    86996 |  28    88936    88578
    76000   2337s |  38    87398    86996 |  55    89086    88203
    76500   2352s |  57    87267    86996 |  44    88940    88293
    77000   2366s |  55    87321    86996 |  54    88511    87981
    77500   2379s |  46    87184    86996 |  30    88406    88057
H   78000   2394s |  61    87355    86961 |  64    89375    88128
    78500   2408s |  47    87296    86961 |  45    89033    88650
    79000   2421s |  48    87159    86961 |  52    88561    87871
    79500   2434s |  28    87169    86961 |  39    87538    87414
    80000   2448s |  40    87349    86961 |  35    87683    87455
    80500   2463s |  59    87407    86961 |  65    89883    89086
    81000   2476s |  38    87123    86961 |  53    88367    87781
    81500   2490s |  61    87393    86961 |  38    88578    88175
    82000   2505s |  47    87444    86961 |  60    88941    87881
    82500   2520s |  63    87379    86961 |  52    88468    87644
    83000   2533s |  31    87218    86961 |  51    88044    87700
H   83500   2547s |  44    87293    86952 |  46    87668    87501
    84000   2560s |  53    87063    86952 |  45    88952    88621
    84500   2573s |  50    87238    86952 |  56    88919    88679
    85000   2586s |  43    87172    86952 |  30    88345    88277
    85500   2599s |  43    87238    86952 |  38    88385    87961
    86000   2613s |  58    87502    86952 |  31    87579    87463
    86500   2628s |  33    87365    86952 |  64    87799    87508
    87000   2643s |  35    87425    86952 |  29    89142    88645
    87500   2658s |  25    87208    86952 |  47    88482    87867
    88000   2673s |  30    87074    86952 |  50    88373    87634
    88500   2687s |  31    87362    86952 |  57    87866    87450
    89000   2702s |  59    87484    86952 |  37    89060    88501
    89500   2716s |  40    87370    86952 |  64    88542    87781
    90000   2731s |  60    87233    86952 |  52    88676    88178
    90500   2745s |  29    87110    86952 |  50    88808    88270
    91000   2759s |  53    87310    86952 |  34    89054    88367
    91500   2772s |  59    87390    86952 |  36    89060    88468
    92000   2787s |  36    87372    86952 |  26    88877    88522
    92500   2800s |  42    87117    86952 |  28    87687    87528
    93000   2814s |  42    87231    86952 |  36    88182    87577
    93500   2828s |  60    87394    86952 |  26    88474    88289
    94000   2843s |  45    87350    86952 |  49    89024    88388
    94500   2857s |  47    87256    86952 |  55    88104    87715
    95000   2872s |  47    87388    86952 |  63    89111    88545
    95500   2887s |  30    87415    86952 |  47    89280    88659
    96000   2901s |  39    87264    86952 |  46    88156    87588
    96500   2915s |  44    87265    86952 |  49    88308    87642
    97000   2929s |  58    87198    86952 |  43    88613    87987
    97500   2943s |  28    87189    86952 |  40    89061    88462
